"ID","Site","Subsite","Date","Transect_Type","Sampling_Period","Transect_Number","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29"
"AR-330_BARGE_2015-09-08_S_T0",330,"BARGE","2015-09-08","Structural","Fall",0,0,0.553323266239899,0.590227181780436,0.653652046444178,0.697257754462607,0.693052991104421,0.747443714253435,0.630221275822395,0.677481824697628,0.648161048716296,0.747024617912449,0.630562141032329,0.501622029276227,0.514699230182867,0.643769991295424,0.640062444826125,0.639051195326471,0.626633565469404,0.524749940251703,0.534609114696196,0.559028638200952,0.531053665708139,0.522572564046756,0.762012921523393,1,0.627671920019224,0.6936411496451,0.931796941943171,1
"AR-330_H-UNITS_2015-09-08_S_T0",330,"H-UNITS","2015-09-08","Structural","Fall",0,0.553323266239899,0,0.491391763023853,0.551108282265389,0.467186099016658,0.447059401200912,0.482059341774563,0.439629436329906,0.479061652660598,0.436134061562576,0.497100407428072,0.352366347081846,0.353689844862631,0.472834526623245,0.476787895011785,0.425634281757088,0.399407428727065,0.366280618285855,0.257503673573174,0.330328958296089,0.327446835019417,0.309098297987802,0.323072898137443,0.59879143754559,1,0.410422936609202,0.458182225740459,0.90698692077961,0.869150661772906
"AR-330_INDRA_2015-09-08_S_T0",330,"INDRA","2015-09-08","Structural","Fall",0,0.590227181780436,0.491391763023853,0,0.702772994573431,0.452552332131526,0.602378470868434,0.739280108239215,0.353284225976896,0.63993674854252,0.618766104774889,0.763870127470016,0.551197529763892,0.500040140697784,0.626910222550966,0.680770776789954,0.611581073836192,0.651668152473584,0.650831226933681,0.529789241214933,0.544409464150853,0.566275051932425,0.501298912530401,0.534643021646823,0.772797612882787,1,0.59050694375635,0.723538726811026,0.939726286996402,0.915637478283729
"AR-330_PIPES_2015-09-08_S_T0",330,"PIPES","2015-09-08","Structural","Fall",0,0.653652046444178,0.551108282265389,0.702772994573431,0,0.596697866701155,0.563641989644986,0.559496074037202,0.594671639665901,0.584022730996659,0.458700785143706,0.495023066204468,0.583445608010426,0.581816087788833,0.675201255413411,0.544183851254442,0.500570815878193,0.423569352605779,0.48793069725236,0.417475330941641,0.426690093418151,0.441005664911386,0.510632669953796,0.525780478524489,0.533492968824239,1,0.37602903376326,0.518441592761816,0.836666137844469,0.883841762298027
"AR-345_CONC_2015-10-15_S_T0",345,"CONC","2015-10-15","Structural","Fall",0,0.697257754462607,0.467186099016658,0.452552332131526,0.596697866701155,0,0.460364495051563,0.446756827379055,0.278610118801092,0.508978524466038,0.432094111594452,0.516969744767894,0.492132486240614,0.480342025563472,0.532772379267979,0.493852796677656,0.562226371418334,0.580743193407318,0.474332401983328,0.494437562433162,0.532743493195114,0.526424749336861,0.477137257489887,0.461908409211328,0.654423416491783,1,0.45454368820419,0.516428673686896,0.910787386136034,1
"AR-345_RB1_2015-10-15_S_T0",345,"RB1","2015-10-15","Structural","Fall",0,0.693052991104421,0.447059401200912,0.602378470868434,0.563641989644986,0.460364495051563,0,0.417442276227365,0.484834158965078,0.358850818664112,0.354471011360647,0.541512944027279,0.380783746173274,0.446031535335195,0.509526189932804,0.311611982817038,0.487629810642288,0.525898472344754,0.5374599229602,0.422725873392124,0.448542803095304,0.386770149991381,0.324380971115058,0.477163158321384,0.582425401893282,1,0.314985357303119,0.537659025454754,0.890715993356671,0.922935458188275
"AR-345_RB2_2015-10-15_S_T0",345,"RB2","2015-10-15","Structural","Fall",0,0.747443714253435,0.482059341774563,0.739280108239215,0.559496074037202,0.446756827379055,0.417442276227365,0,0.52792525781639,0.506171700208184,0.46205125588543,0.35554759152227,0.500876930881997,0.564948373474478,0.574003931368741,0.412058719613104,0.516963430371961,0.554747721367225,0.36240273824099,0.512681986698557,0.544757687960097,0.498774423321019,0.472339543770398,0.504877657117746,0.554396519234692,1,0.424715777619872,0.432486419216401,0.871643382632737,1
"AR-345_TITAN_2015-10-15_S_T0",345,"TITAN","2015-10-15","Structural","Fall",0,0.630221275822395,0.439629436329906,0.353284225976896,0.594671639665901,0.278610118801092,0.484834158965078,0.52792525781639,0,0.512274810250546,0.51451001265804,0.624806031094681,0.461024713974534,0.475096164517003,0.50247465904573,0.569066939229101,0.58188924885154,0.590589618932909,0.523715747898193,0.442269895249594,0.428425231152574,0.47726816867175,0.44533052581728,0.522919168720219,0.759031474724778,1,0.486520974394421,0.650358866892804,0.924018568924808,0.94669646258272
"AR-364_BARGE_2015-09-21_S_T0",364,"BARGE","2015-09-21","Structural","Fall",0,0.677481824697628,0.479061652660598,0.63993674854252,0.584022730996659,0.508978524466038,0.358850818664112,0.506171700208184,0.512274810250546,0,0.307944405242725,0.43741225900769,0.328727465132088,0.430412670775992,0.495508766287362,0.324694035604924,0.465329876210166,0.47146967542855,0.437496478901382,0.391823071845645,0.408666710786863,0.372958179895975,0.365808408366596,0.501367569243266,0.541209295976611,0.922405613001537,0.326669807940162,0.457829695722629,0.892997828346493,0.924571393540309
"AR-364_DOMES_2015-09-21_S_T0",364,"DOMES","2015-09-21","Structural","Fall",0,0.648161048716296,0.436134061562576,0.618766104774889,0.458700785143706,0.432094111594452,0.354471011360647,0.46205125588543,0.51451001265804,0.307944405242725,0,0.492276120527517,0.342400236183006,0.386343266379429,0.523547694072249,0.246339648256823,0.386992580185989,0.360648224669681,0.407888530280132,0.340369736137246,0.361066069548054,0.338531313778006,0.343777702937279,0.428364160873289,0.567897249562266,1,0.224296672496571,0.399430518084751,0.860128995551745,0.900893530484717
