"abund","biom","S","shan","simp","simp_inv","J","Site","Subsite","Date","Transect_Type","Sampling_Period","Transect_Number","ID","Temp_avg","Temp_max","Temp_min","max_dep","min_dep","avg_dep","ver_rel_m","DRR","Structure_Type","Structure_Material","Reef_Type","Deployment_Year","Time_Since_Deployment_yrs","Depth_ft","DMF_Area_sqft","DMF_Notes","Longitude_DD","Latitude_DD","Table_ID","GIS_FID","NEAR_FID","Distance_to_HB","NR_FID","Distance_to_NR","AR_FID","Distance_to_AR","Distance_To_Nearest_Land_ft","Distance_To_Nearest_Land_miles","Notes"
8.07236003671578,3.84964910976241,4,1.23946902843271,0.667912518343488,3.01125473026511,0.894087910327664,330,"BARGE","2015-09-08","Radiating","Fall",1,"AR-330_BARGE_2015-09-08_R_T1",27.665,27.665,27.665,18.8995,18.4211,18.6517211111111,0.478400000000001,0.104128263723262,"SHIP","METAL","Artificial",2009,7,64,3775.935,"200 FT Deck Barge TBM IX",76.85133333,34.56326667,1,1,0,573.4517946,NA,NA,0,573.4517946,45683.28237,8.652136812,"Added to GIS"
1,0,1,0,0,1,NA,330,"BARGE","2015-09-08","Radiating","Fall",2,"AR-330_BARGE_2015-09-08_R_T2",27.665,27.665,27.665,18.7511,18.4393,18.58601,0.311800000000002,0.0683240253436036,"SHIP","METAL","Artificial",2009,7,64,3775.935,"200 FT Deck Barge TBM IX",76.85133333,34.56326667,1,1,0,573.4517946,NA,NA,0,573.4517946,45683.28237,8.652136812,"Added to GIS"
0,0,0,0,1,Inf,0,330,"BARGE","2015-09-08","Radiating","Fall",3,"AR-330_BARGE_2015-09-08_R_T3",27.665,27.665,27.665,18.82072952,18.47560042,18.6563416406011,0.345129100000001,0.0589660418669526,"SHIP","METAL","Artificial",2009,7,64,3775.935,"200 FT Deck Barge TBM IX",76.85133333,34.56326667,1,1,0,573.4517946,NA,NA,0,573.4517946,45683.28237,8.652136812,"Added to GIS"
24.9396639629738,11.6395807105207,10,1.92882042291389,0.802489401724524,5.06301944670969,0.837676066253798,330,"BARGE","2015-09-08","Structural","Fall",0,"AR-330_BARGE_2015-09-08_S",27.665,27.665,27.665,18.83393044,18.30208323,18.5634535442908,0.531847209999999,0.0984115477528333,"SHIP","METAL","Artificial",2009,7,64,3775.935,"200 FT Deck Barge TBM IX",76.85133333,34.56326667,1,1,0,573.4517946,NA,NA,0,573.4517946,45683.28237,8.652136812,"Added to GIS"
10.6880329589407,1.23705510198233,4,1.07077728324679,0.561394413123119,2.27995271815976,0.77240253821835,330,"BARGE","2015-12-11","Radiating","Winter",1,"AR-330_BARGE_2015-12-11_R_T1",18.0785294117647,18.14,18.045,19.38966178,18.26411358,18.9056768940196,1.1255482,0.268677162966671,"SHIP","METAL","Artificial",2009,7,64,3775.935,"200 FT Deck Barge TBM IX",76.85133333,34.56326667,1,1,0,573.4517946,NA,NA,0,573.4517946,45683.28237,8.652136812,"Added to GIS"
13.3527826734829,5.226770957119,7,1.73848688180023,0.782250851292001,4.59244045698198,0.893405526788694,330,"BARGE","2015-12-11","Radiating","Winter",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SHIP","METAL","Artificial",2009,7,64,3775.935,"200 FT Deck Barge TBM IX",76.85133333,34.56326667,1,1,0,573.4517946,NA,NA,0,573.4517946,45683.28237,8.652136812,"Added to GIS"
16.0446849137925,5.65567381435919,10,2.00832318595661,0.807296042390129,5.18930701996529,0.872203677539314,330,"BARGE","2015-12-11","Structural","Winter",0,"AR-330_BARGE_2015-12-11_S",18.045,18.045,18.045,16.797451,16.42802949,16.6286032576378,0.369421509999999,0.0751489074750789,"SHIP","METAL","Artificial",2009,7,64,3775.935,"200 FT Deck Barge TBM IX",76.85133333,34.56326667,1,1,0,573.4517946,NA,NA,0,573.4517946,45683.28237,8.652136812,"Added to GIS"
2,0.852695407112154,2,0.693147180559945,0.5,2,1,330,"BARGE","2016-04-26","Radiating","Spring",1,"AR-330_BARGE_2016-04-26_R_T1",16.9002058823529,16.903,16.808,18.8193686,18.52935673,18.7123182996078,0.290011870000001,0.0504355956481154,"SHIP","METAL","Artificial",2009,7,64,3775.935,"200 FT Deck Barge TBM IX",76.85133333,34.56326667,1,1,0,573.4517946,NA,NA,0,573.4517946,45683.28237,8.652136812,"Added to GIS"
0,0,0,0,1,Inf,0,330,"BARGE","2016-04-26","Radiating","Spring",2,"AR-330_BARGE_2016-04-26_R_T2",16.903,16.903,16.903,18.9070118,18.67443071,18.7941267915238,0.23258109,0.0511970503159284,"SHIP","METAL","Artificial",2009,7,64,3775.935,"200 FT Deck Barge TBM IX",76.85133333,34.56326667,1,1,0,573.4517946,NA,NA,0,573.4517946,45683.28237,8.652136812,"Added to GIS"
0,0,0,0,1,Inf,0,330,"BARGE","2016-04-26","Radiating","Spring",3,"AR-330_BARGE_2016-04-26_R_T3",16.903,16.903,16.903,18.93409409,18.6653806,18.8569361561818,0.26871349,0.0449992116800884,"SHIP","METAL","Artificial",2009,7,64,3775.935,"200 FT Deck Barge TBM IX",76.85133333,34.56326667,1,1,0,573.4517946,NA,NA,0,573.4517946,45683.28237,8.652136812,"Added to GIS"
7.45545903205229,4.68831920511126,4,1.33708631658016,0.72336276491114,3.61484237535409,0.964503899085341,330,"BARGE","2016-04-26","Structural","Spring",0,"AR-330_BARGE_2016-04-26_S",16.903,16.903,16.903,16.723417,16.29071275,16.5850898423022,0.43270425,0.0744871453358554,"SHIP","METAL","Artificial",2009,7,64,3775.935,"200 FT Deck Barge TBM IX",76.85133333,34.56326667,1,1,0,573.4517946,NA,NA,0,573.4517946,45683.28237,8.652136812,"Added to GIS"
26.0203998747069,15.1286010607782,14,2.42590207983444,0.88790827960618,8.92126551797607,0.919230534559137,330,"INDRA","2015-09-08","Radiating","Fall",1,"AR-330_INDRA_2015-09-08_R_T1",27.583,27.665,27.567,18.615,15.3374,17.3097934693878,3.2776,0.975566817017355,"SHIP","METAL","Artificial",1992,24,63,13376.9415,"320 FT Landing Craft Repair Ship ""INDRA""",76.85191667,34.56176667,2,0,1,573.4517946,NA,NA,1,573.4517946,46204.48689,8.750849789,"Added to GIS"
6.85975225865831,3.43914896409282,2,0.547736066901096,0.361787001158357,1.56687501165755,0.790216107434237,330,"INDRA","2015-09-08","Radiating","Fall",2,"AR-330_INDRA_2015-09-08_R_T2",27.5904647887324,27.665,27.567,18.629,18.2591,18.4327920187793,0.369900000000001,0.0763138917727899,"SHIP","METAL","Artificial",1992,24,63,13376.9415,"320 FT Landing Craft Repair Ship ""INDRA""",76.85191667,34.56176667,2,0,1,573.4517946,NA,NA,1,573.4517946,46204.48689,8.750849789,"Added to GIS"
3.41421356237309,3.2558323940367,3,1.08439169584521,0.65685424949238,2.91421356237309,0.987055858586713,330,"INDRA","2015-09-08","Radiating","Fall",3,"AR-330_INDRA_2015-09-08_R_T3",27.6607621621622,27.665,27.567,18.71069921,18.45001514,18.5834021382162,0.26068407,0.05318574191835,"SHIP","METAL","Artificial",1992,24,63,13376.9415,"320 FT Landing Craft Repair Ship ""INDRA""",76.85191667,34.56176667,2,0,1,573.4517946,NA,NA,1,573.4517946,46204.48689,8.750849789,"Added to GIS"
33.0321515050041,18.4959976643123,16,2.60134366326297,0.912077199547158,11.3736140665396,0.938236400659356,330,"INDRA","2015-09-08","Structural","Fall",0,"AR-330_INDRA_2015-09-08_S",27.6182947658402,27.665,27.567,15.04880596,12.28511937,14.4316006287603,2.76368659,0.894061534965031,"SHIP","METAL","Artificial",1992,24,63,13376.9415,"320 FT Landing Craft Repair Ship ""INDRA""",76.85191667,34.56176667,2,0,1,573.4517946,NA,NA,1,573.4517946,46204.48689,8.750849789,"Added to GIS"
6.9179151600186,1.0075242597082,3,0.84233454735916,0.482320067493778,1.93169550760591,0.766725946949269,330,"INDRA","2015-12-11","Radiating","Winter",1,"AR-330_INDRA_2015-12-11_R_T1",18.045,18.045,18.045,19.6738,18.8372,19.1623184466019,0.836600000000001,0.225160781224184,"SHIP","METAL","Artificial",1992,24,63,13376.9415,"320 FT Landing Craft Repair Ship ""INDRA""",76.85191667,34.56176667,2,0,1,573.4517946,NA,NA,1,573.4517946,46204.48689,8.750849789,"Added to GIS"
5.72870804501588,2.83255534052283,2,0.463042617481619,0.288176868302387,1.40484335991599,0.668029287960978,330,"INDRA","2015-12-11","Radiating","Winter",2,"AR-330_INDRA_2015-12-11_R_T2",18.045,18.045,18.045,19.24132159,18.87931709,19.0624395647619,0.362004499999998,0.0819705982411943,"SHIP","METAL","Artificial",1992,24,63,13376.9415,"320 FT Landing Craft Repair Ship ""INDRA""",76.85191667,34.56176667,2,0,1,573.4517946,NA,NA,1,573.4517946,46204.48689,8.750849789,"Added to GIS"
2.31607401295249,0.568635295618866,2,0.683806063996693,0.490688005351286,1.96343304400229,0.986523617457829,330,"INDRA","2015-12-11","Radiating","Winter",3,"AR-330_INDRA_2015-12-11_R_T3",18.045,18.045,18.045,19.33270731,18.92150558,19.1829257308696,0.411201729999998,0.0765915369237193,"SHIP","METAL","Artificial",1992,24,63,13376.9415,"320 FT Landing Craft Repair Ship ""INDRA""",76.85191667,34.56176667,2,0,1,573.4517946,NA,NA,1,573.4517946,46204.48689,8.750849789,"Added to GIS"
21.8539283731943,7.50501798793637,10,2.19890023358355,0.877558004979981,8.16713252537662,0.954970237701108,330,"INDRA","2015-12-11","Structural","Winter",0,"AR-330_INDRA_2015-12-11_S",18.045,18.045,18.045,16.9557259,15.19612546,15.9617007684615,1.75960044,0.21877656203064,"SHIP","METAL","Artificial",1992,24,63,13376.9415,"320 FT Landing Craft Repair Ship ""INDRA""",76.85191667,34.56176667,2,0,1,573.4517946,NA,NA,1,573.4517946,46204.48689,8.750849789,"Added to GIS"
2.50528112795521,1.67236822061738,2,0.691864438072179,0.498717806082209,1.99488434285778,0.998149393774162,330,"INDRA","2016-04-26","Radiating","Spring",1,"AR-330_INDRA_2016-04-26_R_T1",16.903,16.903,16.903,19.39007005,18.55358109,18.829701579902,0.836488959999997,0.248076052236394,"SHIP","METAL","Artificial",1992,24,63,13376.9415,"320 FT Landing Craft Repair Ship ""INDRA""",76.85191667,34.56176667,2,0,1,573.4517946,NA,NA,1,573.4517946,46204.48689,8.750849789,"Added to GIS"
0,0,0,0,1,Inf,0,330,"INDRA","2016-04-26","Radiating","Spring",2,"AR-330_INDRA_2016-04-26_R_T2",16.903,16.903,16.903,18.9070118,18.5324188,18.6572064871579,0.374593000000001,0.0838729518015474,"SHIP","METAL","Artificial",1992,24,63,13376.9415,"320 FT Landing Craft Repair Ship ""INDRA""",76.85191667,34.56176667,2,0,1,573.4517946,NA,NA,1,573.4517946,46204.48689,8.750849789,"Added to GIS"
3,1.67272707642522,3,1.09861228866811,0.666666666666667,3,1,330,"INDRA","2016-04-26","Radiating","Spring",3,"AR-330_INDRA_2016-04-26_R_T3",16.903,16.903,16.903,18.96736856,18.77105597,18.8672702064646,0.196312590000002,0.0434807892286045,"SHIP","METAL","Artificial",1992,24,63,13376.9415,"320 FT Landing Craft Repair Ship ""INDRA""",76.85191667,34.56176667,2,0,1,573.4517946,NA,NA,1,573.4517946,46204.48689,8.750849789,"Added to GIS"
9.27197771621868,4.58707458786624,6,1.72029851679342,0.80910684242455,5.23853244768479,0.960116883062755,330,"INDRA","2016-04-26","Structural","Spring",0,"AR-330_INDRA_2016-04-26_S",16.903,16.903,16.903,17.11039436,12.03382565,15.0252668092442,5.07656871,0.889413532159449,"SHIP","METAL","Artificial",1992,24,63,13376.9415,"320 FT Landing Craft Repair Ship ""INDRA""",76.85191667,34.56176667,2,0,1,573.4517946,NA,NA,1,573.4517946,46204.48689,8.750849789,"Added to GIS"
9.1685052574491,4.38100364005444,8,2.06337573757354,0.870764799923664,7.73782993649813,0.992273981362652,330,"PIPES","2015-09-08","Radiating","Fall",1,"AR-330_PIPES_2015-09-08_R_T1",27.665,27.665,27.665,19.0488,18.5558,18.7702705202312,0.492999999999999,0.117204406012237,"PIPES","CONCRETE","Artificial",1990,26,64,35841.317,"822 Tons Concrete Pipe",76.8544,34.55588333,3,2,24,831.4528983,NA,NA,24,831.4528983,47986.75493,9.088400554,"Added to GIS"
1,0.448197505773947,1,0,0,1,NA,330,"PIPES","2015-09-08","Radiating","Fall",2,"AR-330_PIPES_2015-09-08_R_T2",27.665,27.665,27.665,18.8093,18.5381,18.6826127272727,0.2712,0.0453886511597557,"PIPES","CONCRETE","Artificial",1990,26,64,35841.317,"822 Tons Concrete Pipe",76.8544,34.55588333,3,2,24,831.4528983,NA,NA,24,831.4528983,47986.75493,9.088400554,"Added to GIS"
0,0,0,0,1,Inf,0,330,"PIPES","2015-09-08","Radiating","Fall",3,"AR-330_PIPES_2015-09-08_R_T3",27.665,27.665,27.665,18.848084,18.59093832,18.7072944040491,0.257145680000001,0.043495636652726,"PIPES","CONCRETE","Artificial",1990,26,64,35841.317,"822 Tons Concrete Pipe",76.8544,34.55588333,3,2,24,831.4528983,NA,NA,24,831.4528983,47986.75493,9.088400554,"Added to GIS"
13.0604534224213,7.49036527673549,9,2.13366304477998,0.873136494371124,7.88248752107937,0.971071899881397,330,"PIPES","2015-09-08","Structural","Fall",0,"AR-330_PIPES_2015-09-08_S",27.665,27.665,27.665,19.10162324,16.63189518,17.026846006215,2.46972806,0.552308389173492,"PIPES","CONCRETE","Artificial",1990,26,64,35841.317,"822 Tons Concrete Pipe",76.8544,34.55588333,3,2,24,831.4528983,NA,NA,24,831.4528983,47986.75493,9.088400554,"Added to GIS"
0,0,0,0,1,Inf,0,330,"PIPES","2016-01-15","Radiating","Winter",1,"AR-330_PIPES_2016-01-15_R_T1",13.846,13.846,13.846,18.95722971,18.69151025,18.8198500494521,0.26571946,0.0531665431515023,"PIPES","CONCRETE","Artificial",1990,26,64,35841.317,"822 Tons Concrete Pipe",76.8544,34.55588333,3,2,24,831.4528983,NA,NA,24,831.4528983,47986.75493,9.088400554,"Added to GIS"
1,0.657628849343482,1,0,0,1,NA,330,"PIPES","2016-01-15","Radiating","Winter",2,"AR-330_PIPES_2016-01-15_R_T2",13.846,13.846,13.846,18.8093,18.5828,18.7098833333333,0.226500000000001,0.0492788128863822,"PIPES","CONCRETE","Artificial",1990,26,64,35841.317,"822 Tons Concrete Pipe",76.8544,34.55588333,3,2,24,831.4528983,NA,NA,24,831.4528983,47986.75493,9.088400554,"Added to GIS"
1,0.692362861173117,1,0,0,1,NA,330,"PIPES","2016-01-15","Radiating","Winter",3,"AR-330_PIPES_2016-01-15_R_T3",13.846,13.846,13.846,18.9421,18.5769,18.7333335877863,0.365200000000002,0.0660579426432548,"PIPES","CONCRETE","Artificial",1990,26,64,35841.317,"822 Tons Concrete Pipe",76.8544,34.55588333,3,2,24,831.4528983,NA,NA,24,831.4528983,47986.75493,9.088400554,"Added to GIS"
16.3019037235997,12.7093626672202,9,2.15586171615842,0.879882224715418,8.32516251346491,0.981174950615223,330,"PIPES","2016-01-15","Structural","Winter",0,"AR-330_PIPES_2016-01-15_S",13.846,13.846,13.846,19.2272,17.0136,18.3439346320346,2.2136,0.510625936444009,"PIPES","CONCRETE","Artificial",1990,26,64,35841.317,"822 Tons Concrete Pipe",76.8544,34.55588333,3,2,24,831.4528983,NA,NA,24,831.4528983,47986.75493,9.088400554,"Added to GIS"
11.0724147598603,3.68525711039659,7,1.86047459561764,0.829081793028701,5.85075175851757,0.956094810708939,345,"RB1","2015-10-15","Radiating","Fall",1,"AR-345_RB1_2015-10-15_R_T1",23.966,23.966,23.966,19.4056,19.091,19.2551234482759,0.314599999999999,0.078110039913247,"REEF_BALLS","CONCRETE","Artificial",2000,16,65,14375.0054,"75 Reef Balls",76.97246667,34.53895,5,3,27,205.5297521,NA,NA,27,205.5297521,47133.59483,8.926817203,"Added to GIS"
2.18920711500272,2.0182217831486,2,0.689407683586686,0.496265166635245,1.98517143100942,0.99460504626126,345,"RB1","2015-10-15","Radiating","Fall",3,"AR-345_RB1_2015-10-15_R_T3",23.966,23.966,23.966,19.2816,19.0458,19.1494970588235,0.235800000000001,0.0464611391048428,"REEF_BALLS","CONCRETE","Artificial",2000,16,65,14375.0054,"75 Reef Balls",76.97246667,34.53895,5,3,27,205.5297521,NA,NA,27,205.5297521,47133.59483,8.926817203,"Added to GIS"
18.9891796931969,8.21994185179468,10,2.25943186402667,0.892035833593308,9.26233243197638,0.981258790783162,345,"RB1","2015-10-15","Structural","Fall",0,"AR-345_RB1_2015-10-15_S",23.9710337078652,24.062,23.966,19.49989623,18.48220088,19.1139709018727,1.01769535,0.308637451097345,"REEF_BALLS","CONCRETE","Artificial",2000,16,65,14375.0054,"75 Reef Balls",76.97246667,34.53895,5,3,27,205.5297521,NA,NA,27,205.5297521,47133.59483,8.926817203,"Added to GIS"
